Transaction_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Unit_Price_INR,Revenue_INR
1806,2024-09-03,1063,1126,7590,8,29520,236160
1807,2024-08-19,1061,1316,7627,2,6510,13020
1808,2024-02-25,1004,1295,7393,7,17383,121681
1809,2024-03-28,1010,1613,6416,1,4901,4901
1810,2024-09-10,1085,1018,6033,8,44894,359152
1811,2024-02-21,1086,1721,9146,1,49649,49649
1812,2024-09-03,1089,1653,6195,5,11287,56435
1813,2024-09-08,1090,1290,8097,7,15679,109753
1814,2024-05-04,1002,1849,6358,7,24995,174965
1815,2024-07-19,1050,1859,5747,1,24110,24110
1816,2024-12-26,1059,1146,9715,7,28340,198380
1817,2024-05-11,1065,1088,7077,1,35817,35817
1818,2024-06-25,1056,1846,9806,3,36452,109356
1819,2024-02-21,1016,1239,9324,2,34453,68906
1820,2024-02-03,1002,1880,7639,2,9382,18764
1821,2024-01-22,1002,1898,8194,2,40233,80466
1822,2024-05-20,1039,1854,9330,8,11498,91984
1823,2024-11-14,1079,1433,8514,3,38607,115821
1824,2024-09-27,1075,1748,5869,4,42108,168432
1825,2024-06-16,1062,1651,9053,4,7713,30852
1826,2024-02-07,1050,1095,5837,6,27357,164142
1827,2024-12-26,1000,1181,5659,4,18789,75156
1828,2024-09-02,1050,1859,8268,1,24110,24110
1829,2024-08-22,1003,1737,8274,1,37069,37069
1830,2024-02-24,1080,1192,6153,1,41115,41115
1831,2024-04-29,1082,1137,7695,2,25216,50432
1832,2024-03-06,1003,1369,6671,7,12505,87535
1833,2024-11-17,1046,1794,5196,3,42419,127257
1834,2024-11-23,1038,1587,5063,7,18360,128520
1835,2024-06-14,1083,1492,7083,7,38143,267001
1836,2024-07-28,1048,1867,7638,1,2470,2470
1837,2024-03-15,1056,1244,7736,3,10128,30384
1838,2024-05-13,1038,1864,7128,4,47551,190204
1839,2024-09-21,1067,1835,8788,1,2515,2515
1840,2024-06-22,1016,1404,5618,8,35565,284520
1841,2024-08-30,1014,1147,9847,5,27479,137395
1842,2024-03-29,1027,1369,7798,8,12505,100040
1843,2024-09-06,1015,1656,9474,6,29309,175854
1844,2024-01-31,1005,1115,6645,6,7215,43290
1845,2024-10-03,1091,1301,5588,9,48841,439569
1846,2024-02-07,1031,1929,6532,4,18907,75628
1847,2024-11-03,1080,1845,6672,9,10371,93339
1848,2024-05-17,1024,1521,9910,6,28007,168042
1849,2024-03-16,1038,1120,6257,9,32482,292338
1850,2024-12-04,1016,1659,5106,2,12249,24498
1851,2024-09-09,1045,1959,9549,2,9223,18446
1852,2024-03-19,1078,1957,6658,1,43228,43228
1853,2024-02-07,1052,1226,6618,9,14368,129312
1854,2024-11-13,1050,1974,8246,6,11100,66600
1855,2024-11-23,1017,1934,9427,4,14066,56264
1856,2024-06-11,1019,1730,6574,9,29338,264042
1857,2024-12-23,1086,1829,7437,5,7115,35575
1858,2024-05-07,1004,1078,6443,6,35876,215256
1859,2024-06-06,1061,1978,5445,1,42583,42583
1860,2024-11-24,1011,1345,7851,8,35534,284272
1861,2024-11-14,1080,1139,6182,7,29536,206752
1862,2024-03-23,1029,1535,9775,3,2973,8919
1863,2024-08-04,1082,1820,8131,5,13281,66405
1864,2024-07-20,1095,1739,8932,9,6045,54405
1865,2024-10-04,1015,1288,5479,3,48434,145302
1866,2024-05-31,1001,1836,7794,8,27761,222088
1867,2024-01-26,1075,1328,7596,4,11465,45860
1868,2024-12-08,1002,1871,6274,9,20054,180486
1869,2024-09-10,1007,1973,9753,9,37755,339795
1870,2024-09-07,1036,1429,5985,6,4967,29802
1871,2024-06-15,1052,1099,5401,9,9440,84960
1872,2024-12-18,1054,1600,6953,4,5061,20244
1873,2024-05-19,1087,1006,5309,1,10159,10159
1874,2024-08-16,1048,1865,6401,5,10059,50295
1875,2024-03-13,1088,1170,6310,7,34869,244083
1876,2024-10-25,1058,1262,8411,6,25428,152568
1877,2024-08-23,1059,1862,7907,8,27024,216192
1878,2024-07-13,1088,1371,8651,3,36716,110148
1879,2024-03-28,1077,1828,8015,8,29328,234624
1880,2024-04-06,1045,1543,9991,3,31348,94044
1881,2024-06-14,1099,1724,6233,3,29112,87336
1882,2024-10-22,1062,1496,5061,8,9618,76944
1883,2024-07-21,1078,1058,8150,8,28635,229080
1884,2024-07-05,1031,1334,9358,8,26728,213824
1885,2024-10-01,1065,1029,5879,7,8975,62825
1886,2024-01-20,1084,1259,6182,8,28140,225120
1887,2024-03-13,1003,1545,9350,6,27448,164688
1888,2024-12-03,1028,1136,5863,2,9269,18538
1889,2024-12-26,1048,1315,9135,7,22438,157066
1890,2024-11-05,1092,1459,7386,7,45945,321615
1891,2024-03-22,1022,1733,8047,1,22721,22721
1892,2024-10-22,1002,1407,5192,7,16665,116655
1893,2024-12-21,1053,1626,5024,1,27114,27114
1894,2024-01-27,1020,1182,8366,7,979,6853
1895,2024-05-20,1079,1246,9871,6,41163,246978
1896,2024-02-16,1043,1028,5652,6,18487,110922
1897,2024-04-21,1019,1309,6217,2,42072,84144
1898,2024-08-22,1098,1178,7924,7,21358,149506
1899,2024-05-30,1056,1504,5923,8,8482,67856
1900,2024-11-10,1068,1376,6313,8,9663,77304
1901,2024-11-28,1089,1277,6974,3,32925,98775
1902,2024-05-05,1070,1482,8910,6,22637,135822
1903,2024-01-07,1051,1275,7653,6,23643,141858
1904,2024-02-19,1079,1292,7376,5,11161,55805
1905,2024-12-25,1016,1127,6298,9,31246,281214
1906,2024-03-06,1065,1744,6558,9,31855,286695
1907,2024-12-27,1011,1306,9620,3,36317,108951
1908,2024-06-15,1057,1072,6500,8,47140,377120
1909,2024-09-08,1076,1372,8998,9,38223,344007
1910,2024-09-19,1004,1725,8399,5,30461,152305
1911,2024-07-14,1079,1433,9461,6,38607,231642
1912,2024-07-01,1091,1719,9570,4,21210,84840
1913,2024-09-20,1071,1833,8447,6,41918,251508
1914,2024-10-14,1055,1061,6933,3,18640,55920
1915,2024-10-01,1091,1763,8477,6,1795,10770
1916,2024-04-27,1045,1043,9541,7,39027,273189
1917,2024-11-08,1071,1369,6459,1,12505,12505
1918,2024-12-12,1092,1790,8919,7,23716,166012
1919,2024-10-03,1017,1860,9889,3,6957,20871
1920,2024-05-11,1043,1522,8511,5,22022,110110
1921,2024-05-26,1042,1693,9491,5,46937,234685
1922,2024-01-29,1079,1694,9047,6,34535,207210
1923,2024-11-22,1089,1060,6840,2,20955,41910
1924,2024-11-15,1085,1482,9071,9,22637,203733
1925,2024-08-12,1078,1179,6675,7,38829,271803
1926,2024-05-18,1076,1634,9707,4,4609,18436
1927,2024-10-15,1021,1021,6627,5,47038,235190
1928,2024-10-07,1059,1514,8707,5,38722,193610
1929,2024-01-26,1084,1750,5434,6,20139,120834
1930,2024-10-18,1062,1715,6259,4,3186,12744
1931,2024-09-23,1023,1832,8587,6,9042,54252
1932,2024-10-12,1064,1757,8942,4,18243,72972
1933,2024-11-08,1028,1697,5978,5,32518,162590
1934,2024-04-06,1000,1682,9888,4,15868,63472
1935,2024-05-17,1000,1857,7711,9,1230,11070
1936,2024-10-07,1072,1993,6207,1,40964,40964
1937,2024-04-05,1020,1572,9370,5,13233,66165
1938,2024-02-26,1077,1348,6618,5,16446,82230
1939,2024-05-02,1027,1564,5607,1,30569,30569
1940,2024-08-18,1017,1672,8276,4,18307,73228
1941,2024-10-16,1096,1223,7093,2,12111,24222
1942,2024-03-26,1051,1536,6681,2,43994,87988
1943,2024-11-05,1065,1305,6212,2,23268,46536
1944,2024-02-20,1097,1302,9678,1,48761,48761
1945,2024-08-15,1087,1633,8116,9,48943,440487
1946,2024-01-06,1061,1697,5429,6,32518,195108
1947,2024-11-05,1018,1355,8088,7,22902,160314
1948,2024-09-29,1001,1577,7376,6,12590,75540
1949,2024-12-09,1069,1718,8873,4,27095,108380
1950,2024-01-02,1054,1268,5650,2,12176,24352
1951,2024-10-02,1078,1937,7729,5,18610,93050
1952,2024-03-31,1056,1014,9701,3,45125,135375
1953,2024-09-18,1010,1517,5058,1,10125,10125
1954,2024-08-29,1015,1252,8070,2,2888,5776
1955,2024-09-02,1084,1084,7699,8,8403,67224
1956,2024-03-19,1061,1553,5523,7,37224,260568
1957,2024-11-06,1026,1729,5539,7,14713,102991
1958,2024-10-30,1021,1162,7780,9,28996,260964
1959,2024-02-27,1002,1236,8757,2,31314,62628
1960,2024-08-12,1002,1081,7924,2,4617,9234
1961,2024-07-20,1020,1773,8879,6,29210,175260
1962,2024-01-06,1042,1589,5866,2,48141,96282
1963,2024-01-30,1069,1401,7844,8,11881,95048
1964,2024-05-30,1088,1810,7423,9,25598,230382
1965,2024-02-05,1036,1147,9037,6,27479,164874
1966,2024-04-19,1093,1974,7861,6,11100,66600
1967,2024-04-30,1055,1436,8291,5,10794,53970
1968,2024-08-28,1038,1620,7844,7,12975,90825
1969,2024-09-15,1019,1559,8123,6,14631,87786
1970,2024-03-30,1064,1154,8623,9,48402,435618
1971,2024-01-30,1034,1983,7565,6,10376,62256
1972,2024-08-24,1042,1587,8236,1,18360,18360
1973,2024-06-18,1089,1128,9480,4,28413,113652
1974,2024-05-28,1020,1118,8247,7,24035,168245
1975,2024-03-28,1009,1269,9862,3,48594,145782
1976,2024-01-04,1044,1415,6931,6,40091,240546
1977,2024-09-08,1092,1834,9803,4,5098,20392
1978,2024-02-20,1002,1009,6265,5,39529,197645
1979,2024-01-24,1042,1409,8819,8,31604,252832
1980,2024-02-15,1051,1222,5106,6,27819,166914
1981,2024-04-25,1040,1841,5724,2,19616,39232
1982,2024-01-27,1040,1576,7035,3,8474,25422
1983,2024-04-04,1076,1177,9692,1,41282,41282
1984,2024-04-08,1008,1176,5445,9,43603,392427
1985,2024-04-25,1045,1543,6336,6,31348,188088
1986,2024-10-02,1015,1850,9929,9,7487,67383
1987,2024-12-01,1046,1576,9170,3,8474,25422
1988,2024-04-04,1027,1025,6700,5,26492,132460
1989,2024-07-17,1027,1196,7478,5,37451,187255
1990,2024-05-25,1074,1409,5339,5,31604,158020
1991,2024-06-03,1093,1741,9322,9,4007,36063
1992,2024-09-26,1010,1064,8354,2,47734,95468
1993,2024-11-16,1028,1477,9784,6,21533,129198
1994,2024-10-02,1055,1752,8515,8,34734,277872
1995,2024-11-21,1075,1395,7630,4,48559,194236
1996,2024-09-12,1071,1483,5256,1,15452,15452
1997,2024-02-14,1056,1803,5355,5,2103,10515
1998,2024-01-01,1052,1663,9992,5,20785,103925
1999,2024-05-26,1073,1937,6525,4,18610,74440
2000,2024-10-21,1058,1822,8954,2,1720,3440
2001,2024-06-03,1034,1182,6386,7,979,6853
2002,2024-02-25,1051,1600,5968,7,5061,35427
2003,2024-08-13,1035,1263,9620,3,21381,64143
2004,2024-01-07,1076,1971,5806,6,40560,243360
2005,2024-01-20,1057,1700,6555,2,3129,6258
2006,2024-06-07,1090,1026,5984,1,36901,36901
2007,2024-12-05,1001,1250,9504,9,34368,309312
2008,2024-03-19,1027,1507,6463,1,30197,30197
2009,2024-12-31,1097,1971,8541,5,40560,202800
2010,2024-01-01,1084,1702,6408,3,19011,57033
2011,2024-12-01,1069,1127,6607,9,31246,281214
2012,2024-08-16,1062,1415,9579,8,40091,320728
2013,2024-07-31,1051,1827,5533,4,34247,136988
2014,2024-10-09,1059,1418,8047,8,31957,255656
2015,2024-09-04,1089,1655,7516,5,13830,69150
2016,2024-04-28,1035,1419,6620,8,44500,356000
2017,2024-08-14,1081,1823,6566,2,25362,50724
2018,2024-01-24,1061,1669,6768,8,24381,195048
2019,2024-07-08,1042,1228,5922,7,15383,107681
2020,2024-11-03,1038,1892,9865,6,21617,129702
2021,2024-11-02,1004,1543,8577,8,31348,250784
2022,2024-02-26,1089,1078,6001,7,35876,251132
2023,2024-11-06,1074,1788,8565,5,27799,138995
2024,2024-11-04,1049,1055,7439,5,48490,242450
2025,2024-03-29,1015,1935,9716,7,11166,78162
2026,2024-10-01,1082,1860,5546,8,6957,55656
2027,2024-04-18,1051,1053,7950,4,1814,7256
2028,2024-05-20,1068,1413,8818,3,1323,3969
2029,2024-10-11,1070,1472,5301,2,2624,5248
2030,2024-08-31,1002,1531,9882,6,5012,30072
2031,2024-03-14,1088,1201,9174,7,18646,130522
2032,2024-12-20,1009,1222,5608,2,27819,55638
2033,2024-09-18,1050,1128,5482,2,28413,56826
2034,2024-06-24,1068,1329,6767,3,42065,126195
2035,2024-08-17,1031,1657,8084,4,37697,150788
2036,2024-03-16,1095,1880,5414,5,9382,46910
2037,2024-11-18,1004,1739,6734,4,6045,24180
2038,2024-07-01,1042,1440,7686,4,36881,147524
2039,2024-09-30,1082,1826,5933,3,23187,69561
2040,2024-10-03,1011,1895,9408,7,11889,83223
2041,2024-08-14,1030,1127,7659,7,31246,218722
2042,2024-06-13,1080,1140,9598,4,18196,72784
2043,2024-10-01,1021,1799,6373,1,30315,30315
2044,2024-08-04,1058,1469,6202,2,18332,36664
2045,2024-11-07,1051,1581,8724,4,14424,57696
2046,2024-07-08,1046,1160,9811,4,7558,30232
2047,2024-01-18,1085,1448,7241,8,41404,331232
2048,2024-08-19,1048,1514,6556,2,38722,77444
2049,2024-07-02,1055,1388,6692,1,34391,34391
2050,2024-04-15,1089,1881,9691,9,23705,213345
2051,2024-08-30,1030,1986,5895,6,40631,243786
2052,2024-02-22,1058,1523,6201,1,30324,30324
2053,2024-08-13,1069,1288,7751,6,48434,290604
2054,2024-07-20,1075,1488,7824,9,7777,69993
2055,2024-03-26,1042,1026,9366,9,36901,332109
2056,2024-02-19,1090,1368,7996,5,6152,30760
2057,2024-09-16,1080,1892,9832,1,21617,21617
2058,2024-11-14,1073,1012,7228,5,9686,48430
2059,2024-07-13,1004,1365,9354,5,31461,157305
2060,2024-09-04,1003,1122,7069,2,38948,77896
2061,2024-02-25,1014,1714,7342,3,17492,52476
2062,2024-06-25,1001,1253,6996,4,29095,116380
2063,2024-05-29,1048,1714,9619,3,17492,52476
2064,2024-01-13,1055,1675,6376,3,35364,106092
2065,2024-12-26,1007,1360,6786,3,46670,140010
2066,2024-10-15,1015,1185,5866,2,21727,43454
2067,2024-03-04,1063,1319,5806,6,23036,138216
2068,2024-12-04,1083,1433,9354,9,38607,347463
2069,2024-04-14,1023,1633,5523,1,48943,48943
2070,2024-08-26,1098,1690,6578,2,42528,85056
2071,2024-02-03,1054,1643,5332,6,2600,15600
2072,2024-11-19,1053,1299,8447,1,34241,34241
2073,2024-02-08,1080,1529,5706,7,47282,330974
2074,2024-08-12,1068,1017,8581,3,38905,116715
2075,2024-05-08,1077,1475,6646,6,14320,85920
2076,2024-05-12,1077,1005,9185,3,37773,113319
2077,2024-02-09,1059,1186,7825,6,9857,59142
2078,2024-11-14,1030,1702,6523,4,19011,76044
2079,2024-08-08,1019,1042,6283,9,19474,175266
2080,2024-04-03,1076,1249,8940,3,49865,149595
2081,2024-04-08,1053,1196,5267,5,37451,187255
2082,2024-02-29,1008,1202,5271,6,24530,147180
2083,2024-05-08,1033,1964,9240,1,14688,14688
2084,2024-05-11,1075,1776,7910,7,20535,143745
2085,2024-10-27,1079,1918,6793,9,44740,402660
2086,2024-03-09,1064,1778,5028,6,15136,90816
2087,2024-01-14,1015,1188,8421,4,1419,5676
2088,2024-05-30,1069,1846,6519,7,36452,255164
2089,2024-06-22,1083,1472,5906,4,2624,10496
2090,2024-12-10,1005,1272,6380,9,15823,142407
2091,2024-10-18,1034,1689,5673,8,15943,127544
2092,2024-07-14,1002,1948,9597,1,25324,25324
2093,2024-02-01,1020,1089,6254,3,47903,143709
2094,2024-03-13,1006,1269,5992,1,48594,48594
2095,2024-07-12,1077,1550,9216,1,21581,21581
2096,2024-02-19,1029,1119,7224,7,10267,71869
2097,2024-02-26,1021,1566,5346,7,26408,184856
2098,2024-04-26,1013,1239,9432,9,34453,310077
2099,2024-07-10,1054,1264,8340,1,44587,44587
2100,2024-08-04,1088,1190,9331,2,40335,80670
2101,2024-04-20,1066,1282,7428,9,45489,409401
2102,2024-03-29,1004,1674,9586,9,33184,298656
2103,2024-12-25,1068,1858,9555,2,39905,79810
2104,2024-11-05,1058,1756,6776,4,49731,198924
2105,2024-11-04,1008,1463,7165,7,19693,137851
2106,2024-06-05,1047,1827,9524,1,34247,34247
2107,2024-03-09,1036,1725,5071,2,30461,60922
2108,2024-09-26,1067,1797,7806,5,12205,61025
2109,2024-08-12,1019,1089,7631,2,47903,95806
2110,2024-01-05,1084,1358,6812,6,11710,70260
2111,2024-08-30,1049,1379,7270,1,14314,14314
2112,2024-04-27,1023,1166,5976,6,5115,30690
2113,2024-06-20,1070,1691,6711,5,40917,204585
2114,2024-05-22,1048,1992,9329,9,28885,259965
2115,2024-11-18,1007,1615,8586,8,6923,55384
2116,2024-09-13,1074,1569,5033,8,25852,206816
2117,2024-12-30,1072,1832,7085,9,9042,81378
2118,2024-11-13,1005,1203,7174,5,48654,243270
2119,2024-03-18,1039,1125,6741,7,9279,64953
2120,2024-02-26,1080,1464,8806,3,22820,68460
2121,2024-01-20,1053,1344,9243,6,49389,296334
2122,2024-01-14,1076,1668,9729,8,38344,306752
2123,2024-07-24,1016,1953,9591,4,49515,198060
2124,2024-08-24,1050,1766,7107,1,27620,27620
2125,2024-06-29,1001,1425,5449,3,7600,22800
2126,2024-10-17,1029,1539,9845,7,27190,190330
2127,2024-07-07,1031,1210,5700,6,14018,84108
2128,2024-05-26,1049,1265,5690,1,24102,24102
2129,2024-12-05,1099,1266,7763,6,36360,218160
2130,2024-02-11,1070,1969,8779,6,9959,59754
2131,2024-12-19,1015,1253,8322,2,29095,58190
2132,2024-01-01,1082,1187,5683,6,1166,6996
2133,2024-11-19,1078,1029,6212,9,8975,80775
2134,2024-04-13,1054,1304,7287,8,28721,229768
2135,2024-09-11,1056,1966,6223,3,47150,141450
2136,2024-07-27,1077,1452,7489,3,855,2565
2137,2024-08-05,1044,1699,7397,5,48296,241480
2138,2024-03-18,1051,1795,7168,7,17544,122808
2139,2024-02-20,1070,1787,6650,1,1417,1417
2140,2024-10-14,1046,1991,7088,3,22166,66498
2141,2024-04-09,1032,1698,9247,6,23817,142902
2142,2024-07-30,1097,1907,9266,2,10960,21920
2143,2024-08-24,1023,1644,7384,2,37636,75272
2144,2024-10-21,1034,1029,8445,5,8975,44875
2145,2024-06-05,1063,1160,6000,5,7558,37790
2146,2024-10-24,1084,1649,6800,3,38461,115383
2147,2024-01-14,1087,1422,6183,4,48782,195128
2148,2024-04-25,1079,1346,7472,5,47428,237140
2149,2024-05-18,1059,1843,6034,6,12479,74874
2150,2024-03-15,1080,1577,7163,5,12590,62950
2151,2024-10-29,1028,1221,5740,9,9942,89478
2152,2024-12-25,1017,1187,8345,6,1166,6996
2153,2024-01-24,1057,1424,8079,2,35271,70542
2154,2024-06-25,1047,1964,8354,5,14688,73440
2155,2024-02-24,1010,1548,7824,9,34446,310014
2156,2024-07-31,1002,1510,9609,1,42356,42356
2157,2024-11-21,1041,1205,8460,1,40606,40606
2158,2024-11-29,1017,1370,7699,4,43867,175468
2159,2024-11-24,1015,1473,7473,7,38111,266777
2160,2024-06-11,1040,1881,9962,9,23705,213345
2161,2024-10-26,1064,1391,6394,2,25086,50172
2162,2024-06-12,1042,1478,6488,9,44232,398088
2163,2024-03-29,1042,1508,8374,4,42795,171180
2164,2024-01-15,1090,1056,9677,1,18244,18244
2165,2024-10-27,1030,1066,6823,7,2378,16646
2166,2024-05-01,1027,1027,9833,5,4719,23595
2167,2024-11-13,1050,1653,9495,1,11287,11287
2168,2024-12-13,1026,1650,8654,1,25976,25976
2169,2024-06-26,1008,1924,6680,2,4448,8896
2170,2024-09-25,1037,1231,9767,7,28799,201593
2171,2024-04-14,1035,1949,9109,7,5852,40964
2172,2024-06-07,1059,1971,8212,3,40560,121680
2173,2024-01-05,1090,1106,9735,2,6893,13786
2174,2024-12-04,1056,1136,7776,8,9269,74152
2175,2024-05-20,1046,1377,7827,7,46503,325521
2176,2024-06-17,1089,1675,9592,9,35364,318276
2177,2024-01-17,1090,1658,9061,9,13936,125424
2178,2024-02-01,1067,1390,5535,1,34271,34271
2179,2024-01-05,1050,1784,6658,2,46867,93734
2180,2024-05-16,1057,1894,8460,7,20880,146160
2181,2024-04-16,1047,1815,9718,8,38970,311760
2182,2024-06-10,1058,1690,6520,6,42528,255168
2183,2024-09-13,1075,1598,8230,5,16790,83950
2184,2024-06-16,1046,1075,5034,6,49962,299772
2185,2024-10-14,1014,1454,7567,2,35458,70916
2186,2024-12-20,1093,1344,8914,9,49389,444501
2187,2024-09-01,1077,1589,5144,4,48141,192564
2188,2024-04-22,1071,1569,8091,9,25852,232668
2189,2024-06-26,1091,1734,9570,8,12138,97104
2190,2024-07-08,1094,1984,8319,4,15805,63220
2191,2024-01-11,1001,1714,9429,5,17492,87460
2192,2024-01-23,1078,1458,5437,7,20521,143647
2193,2024-04-28,1060,1902,5880,5,2590,12950
2194,2024-10-08,1039,1362,7630,2,12628,25256
2195,2024-11-14,1042,1573,6232,8,12027,96216
2196,2024-03-09,1047,1962,9466,8,38048,304384
2197,2024-12-11,1071,1142,9176,8,4911,39288
2198,2024-05-13,1068,1578,7295,8,20107,160856
2199,2024-09-09,1056,1637,7499,6,13576,81456
2200,2024-02-20,1067,1820,9815,2,13281,26562
2201,2024-02-12,1011,1936,6364,4,37368,149472
2202,2024-05-20,1073,1144,7016,2,27045,54090
2203,2024-01-25,1067,1368,6164,2,6152,12304
2204,2024-09-26,1050,1952,7812,9,19810,178290
2205,2024-12-26,1073,1427,8100,9,40537,364833
2206,2024-04-13,1028,1966,8534,5,47150,235750
2207,2024-10-21,1091,1714,9512,3,17492,52476
2208,2024-06-01,1028,1252,5910,9,2888,25992
2209,2024-10-30,1082,1959,6146,7,9223,64561
2210,2024-10-31,1012,1621,6386,4,13880,55520
2211,2024-06-09,1056,1147,9607,3,27479,82437
2212,2024-10-09,1097,1126,5916,8,29520,236160
2213,2024-02-14,1045,1896,8951,6,15350,92100
2214,2024-10-13,1019,1351,6709,4,33002,132008
2215,2024-11-14,1081,1997,6516,9,42764,384876
2216,2024-06-14,1058,1120,6222,1,32482,32482
2217,2024-07-25,1035,1373,8652,5,46367,231835
2218,2024-04-17,1000,1340,5133,3,27410,82230
2219,2024-03-05,1089,1030,6921,2,11779,23558
2220,2024-09-23,1002,1784,6912,5,46867,234335
2221,2024-12-18,1043,1344,7562,3,49389,148167
2222,2024-07-03,1054,1552,5308,7,43077,301539
2223,2024-08-11,1059,1992,9617,1,28885,28885
2224,2024-06-01,1002,1203,9631,5,48654,243270
2225,2024-10-15,1084,1371,5416,7,36716,257012
2226,2024-10-11,1062,1411,6363,6,25598,153588
2227,2024-07-04,1081,1560,7036,2,27518,55036
2228,2024-08-13,1030,1601,7325,5,33630,168150
2229,2024-07-18,1099,1227,7876,3,46492,139476
2230,2024-01-11,1060,1822,7527,2,1720,3440
2231,2024-11-20,1048,1903,6245,8,25151,201208
2232,2024-10-03,1043,1031,6858,2,20744,41488
2233,2024-01-03,1051,1690,6539,4,42528,170112
2234,2024-12-15,1030,1345,5806,8,35534,284272
2235,2024-10-04,1071,1196,9296,9,37451,337059
2236,2024-03-02,1088,1746,7077,6,12256,73536
2237,2024-01-05,1048,1293,6268,5,41030,205150
2238,2024-01-09,1045,1588,9956,4,626,2504
2239,2024-02-27,1053,1786,8544,1,21287,21287
2240,2024-10-06,1083,1773,8238,5,29210,146050
2241,2024-08-25,1010,1121,9706,4,36164,144656
2242,2024-11-12,1064,1635,9120,6,5747,34482
2243,2024-05-06,1084,1374,8320,6,2364,14184
2244,2024-10-30,1016,1556,8641,7,10626,74382
2245,2024-08-24,1027,1965,8300,4,36304,145216
2246,2024-08-06,1081,1015,6187,1,7710,7710
2247,2024-06-26,1092,1437,7442,3,33745,101235
2248,2024-11-13,1073,1348,9569,9,16446,148014
2249,2024-05-28,1008,1209,7665,5,6529,32645
2250,2024-02-07,1033,1159,7349,3,31216,93648
2251,2024-04-27,1019,1284,9952,8,10530,84240
2252,2024-11-10,1094,1051,7836,1,48395,48395
2253,2024-04-06,1002,1080,5496,4,13975,55900
2254,2024-01-17,1000,1873,5385,3,7298,21894
2255,2024-11-20,1059,1879,7249,2,39677,79354
2256,2024-10-05,1096,1380,6830,2,19148,38296
2257,2024-12-24,1049,1836,9194,5,27761,138805
2258,2024-06-02,1007,1351,7464,7,33002,231014
2259,2024-04-03,1017,1284,5744,9,10530,94770
2260,2024-06-23,1029,1860,8906,5,6957,34785
2261,2024-10-28,1096,1489,5452,2,3018,6036
2262,2024-01-29,1021,1386,9560,4,45605,182420
2263,2024-02-03,1080,1434,7624,4,46514,186056
2264,2024-01-10,1008,1579,6190,6,14373,86238
2265,2024-10-02,1021,1043,7036,2,39027,78054
2266,2024-10-16,1009,1792,7801,3,8128,24384
2267,2024-04-10,1096,1506,9992,6,8031,48186
2268,2024-05-20,1066,1661,9705,4,6026,24104
2269,2024-03-27,1080,1169,5156,6,42589,255534
2270,2024-10-27,1008,1074,9924,6,25817,154902
2271,2024-05-07,1046,1007,6374,3,49515,148545
2272,2024-07-24,1039,1474,5583,7,19681,137767
2273,2024-03-29,1035,1171,6847,4,22950,91800
2274,2024-03-22,1018,1436,5736,7,10794,75558
2275,2024-07-30,1097,1636,5632,9,25955,233595
2276,2024-04-28,1001,1725,5410,3,30461,91383
2277,2024-12-13,1044,1450,6504,9,40929,368361
2278,2024-05-15,1090,1794,9069,2,42419,84838
2279,2024-09-17,1082,1650,5435,5,25976,129880
2280,2024-10-02,1032,1666,8063,4,1437,5748
2281,2024-07-26,1063,1646,7810,7,48691,340837
2282,2024-11-09,1025,1891,5159,7,40663,284641
2283,2024-08-30,1033,1858,9567,3,39905,119715
2284,2024-12-10,1062,1494,8457,4,9181,36724
2285,2024-04-09,1027,1458,7881,7,20521,143647
2286,2024-04-24,1079,1184,7195,3,22270,66810
2287,2024-11-25,1085,1728,9152,1,28415,28415
2288,2024-01-16,1091,1166,8133,2,5115,10230
2289,2024-01-04,1077,1306,8034,5,36317,181585
2290,2024-09-22,1005,1975,8669,5,47572,237860
2291,2024-02-17,1010,1276,9607,8,14759,118072
2292,2024-08-10,1045,1089,9742,3,47903,143709
2293,2024-07-22,1019,1218,7865,9,36896,332064
2294,2024-01-20,1035,1440,7811,5,36881,184405
2295,2024-10-14,1015,1690,7849,3,42528,127584
2296,2024-07-12,1069,1620,9200,8,12975,103800
2297,2024-11-11,1071,1628,7902,2,30016,60032
2298,2024-01-11,1044,1784,8140,8,46867,374936
2299,2024-01-20,1099,1926,6386,9,30655,275895
2300,2024-10-05,1047,1397,7370,8,20058,160464
2301,2024-11-28,1003,1470,5599,1,27356,27356
2302,2024-02-04,1047,1897,6185,9,10068,90612
2303,2024-09-22,1097,1985,5626,1,47335,47335
2304,2024-08-19,1083,1409,6322,9,31604,284436
2305,2024-02-07,1087,1917,5031,2,2064,4128
2306,2024-03-23,1066,1617,6392,8,32507,260056
2307,2024-02-01,1027,1283,6377,9,34605,311445
2308,2024-02-23,1029,1901,7358,6,8528,51168
2309,2024-08-12,1028,1230,9544,6,32906,197436
2310,2024-11-08,1020,1658,8934,3,13936,41808
2311,2024-04-16,1041,1823,9454,9,25362,228258
2312,2024-01-25,1090,1020,7916,8,23369,186952
2313,2024-02-14,1049,1937,7239,2,18610,37220
2314,2024-04-27,1088,1275,5475,5,23643,118215
2315,2024-10-20,1002,1478,9233,7,44232,309624
2316,2024-05-04,1064,1346,7558,1,47428,47428
2317,2024-02-05,1022,1974,8016,8,11100,88800
2318,2024-12-09,1004,1894,5473,3,20880,62640
2319,2024-06-15,1094,1171,5496,2,22950,45900
2320,2024-09-25,1024,1888,5109,7,41201,288407
2321,2024-07-12,1034,1542,8122,5,45780,228900
