Product_ID,Category,Subcategory,Unit_Price_INR
1822,Furniture,Sofas,1720
1823,Furniture,Sofas,25362
1824,Furniture,Sofas,27731
1825,Furniture,Sofas,42104
1826,Furniture,Sofas,23187
1827,Furniture,Sofas,34247
1828,Furniture,Sofas,29328
1829,Furniture,Sofas,7115
1830,Furniture,Sofas,22619
1831,Furniture,Sofas,34894
1832,Furniture,Sofas,9042
1833,Furniture,Sofas,41918
1834,Furniture,Sofas,5098
1835,Furniture,Sofas,2515
1836,Furniture,Sofas,27761
1837,Furniture,Sofas,8322
1838,Furniture,Sofas,29512
1839,Furniture,Sofas,32093
1840,Furniture,Beds,38361
1841,Furniture,Beds,19616
1842,Furniture,Beds,21565
1843,Furniture,Beds,12479
1844,Furniture,Beds,47045
1845,Furniture,Beds,10371
1846,Furniture,Beds,36452
1847,Furniture,Beds,21621
1848,Furniture,Beds,48505
1849,Furniture,Beds,24995
1850,Furniture,Beds,7487
1851,Furniture,Beds,29833
1852,Furniture,Beds,32886
1853,Furniture,Beds,6923
1854,Furniture,Beds,11498
1855,Furniture,Beds,13215
1856,Furniture,Beds,27650
1857,Furniture,Beds,1230
1858,Furniture,Beds,39905
1859,Furniture,Beds,24110
1860,Furniture,Beds,6957
1861,Furniture,Beds,42303
1862,Furniture,Beds,27024
1863,Furniture,Beds,7895
1864,Furniture,Beds,47551
1865,Furniture,Beds,10059
1866,Furniture,Beds,18556
1867,Furniture,Beds,2470
1868,Furniture,Beds,42952
1869,Furniture,Beds,45211
1870,Furniture,Beds,27483
1871,Furniture,Beds,20054
1872,Furniture,Beds,44686
1873,Furniture,Beds,7298
1874,Furniture,Beds,36086
1875,Furniture,Beds,18669
1876,Furniture,Beds,12843
1877,Furniture,Beds,17633
1878,Furniture,Beds,12486
1879,Furniture,Beds,39677
1880,Furniture,Tables,9382
1881,Furniture,Tables,23705
1882,Furniture,Tables,11567
1883,Furniture,Tables,27496
1884,Furniture,Tables,6299
1885,Furniture,Tables,47126
1886,Furniture,Tables,5510
1887,Furniture,Tables,23165
1888,Furniture,Tables,41201
1889,Furniture,Tables,24253
1890,Furniture,Tables,3621
1891,Furniture,Tables,40663
1892,Furniture,Tables,21617
1893,Furniture,Tables,28761
1894,Furniture,Tables,20880
1895,Furniture,Tables,11889
1896,Furniture,Tables,15350
1897,Furniture,Tables,10068
1898,Furniture,Tables,40233
1899,Furniture,Tables,14367
1900,Furniture,Tables,8676
1901,Furniture,Tables,8528
1902,Furniture,Tables,2590
1903,Furniture,Tables,25151
1904,Furniture,Tables,21367
1905,Furniture,Tables,12590
1906,Furniture,Tables,31220
1907,Furniture,Tables,10960
1908,Furniture,Tables,19831
1909,Furniture,Tables,11330
1910,Furniture,Tables,44171
1911,Furniture,Tables,5385
1912,Furniture,Tables,5786
1913,Furniture,Tables,32784
1914,Furniture,Tables,30190
1915,Furniture,Tables,41528
1916,Furniture,Tables,8770
1917,Furniture,Tables,2064
1918,Furniture,Tables,44740
1919,Furniture,Tables,46155
1920,Furniture,Chairs,13189
1921,Furniture,Chairs,38414
1922,Furniture,Chairs,37919
1923,Furniture,Chairs,725
1924,Furniture,Chairs,4448
1925,Furniture,Chairs,43646
1926,Furniture,Chairs,30655
1927,Furniture,Chairs,22546
1928,Furniture,Chairs,31188
1929,Furniture,Chairs,18907
1930,Furniture,Chairs,28212
1931,Furniture,Chairs,13149
1932,Furniture,Chairs,42299
1933,Furniture,Chairs,25457
1934,Furniture,Chairs,14066
1935,Furniture,Chairs,11166
1936,Furniture,Chairs,37368
1937,Furniture,Chairs,18610
1938,Furniture,Chairs,32588
1939,Furniture,Chairs,9982
1940,Furniture,Chairs,45392
1941,Furniture,Chairs,41670
1942,Furniture,Chairs,24447
1943,Furniture,Chairs,35652
1944,Furniture,Chairs,38176
1945,Furniture,Chairs,34368
1946,Furniture,Chairs,13860
1947,Furniture,Chairs,875
1948,Furniture,Chairs,25324
1949,Furniture,Chairs,5852
1950,Furniture,Chairs,47955
1951,Furniture,Chairs,40345
1952,Furniture,Chairs,19810
1953,Furniture,Chairs,49515
1954,Furniture,Chairs,6284
1955,Furniture,Chairs,2126
1956,Furniture,Chairs,41902
1957,Furniture,Chairs,43228
1958,Furniture,Chairs,10835
1959,Furniture,Chairs,9223
1960,Furniture,Cupboards,34439
1961,Furniture,Cupboards,41361
1962,Furniture,Cupboards,38048
1963,Furniture,Cupboards,23878
1964,Furniture,Cupboards,14688
1965,Furniture,Cupboards,36304
1966,Furniture,Cupboards,47150
1967,Furniture,Cupboards,16262
1968,Furniture,Cupboards,10833
1969,Furniture,Cupboards,9959
1970,Furniture,Cupboards,42331
1971,Furniture,Cupboards,40560
1972,Furniture,Cupboards,2059
1973,Furniture,Cupboards,37755
1974,Furniture,Cupboards,11100
1975,Furniture,Cupboards,47572
1976,Furniture,Cupboards,47842
1977,Furniture,Cupboards,34532
1978,Furniture,Cupboards,42583
1979,Furniture,Cupboards,38614
1980,Furniture,Cupboards,32515
1981,Furniture,Cupboards,34989
1982,Furniture,Cupboards,40953
1983,Furniture,Cupboards,10376
1984,Furniture,Cupboards,15805
1985,Furniture,Cupboards,47335
1986,Furniture,Cupboards,40631
1987,Furniture,Cupboards,23851
1988,Furniture,Cupboards,2006
1989,Furniture,Cupboards,30895
1990,Furniture,Cupboards,10541
1991,Furniture,Cupboards,22166
1992,Furniture,Cupboards,28885
1993,Furniture,Cupboards,40964
1994,Furniture,Cupboards,20080
1995,Furniture,Cupboards,43532
1996,Furniture,Cupboards,35923
1997,Furniture,Cupboards,42764
1998,Furniture,Cupboards,15104
1999,Furniture,Cupboards,13099
