City,Date,Temperature_C,Humidity,Rain
Hyderabad,2024-02-11,28.6,58,1
Hyderabad,2024-02-12,23.2,67,0
Hyderabad,2024-02-13,28.4,43,0
Hyderabad,2024-02-14,22.1,43,0
Hyderabad,2024-02-15,23.2,71,0
Hyderabad,2024-02-16,19.5,53,0
Hyderabad,2024-02-17,31.8,40,0
Hyderabad,2024-02-18,21.8,69,1
Hyderabad,2024-02-19,27.7,75,0
Hyderabad,2024-02-20,23.4,84,1
Hyderabad,2024-02-21,22.0,46,0
Hyderabad,2024-02-22,23.8,80,0
Hyderabad,2024-02-23,17.2,64,1
Hyderabad,2024-02-24,15.6,66,0
Hyderabad,2024-02-25,30.5,82,0
Hyderabad,2024-02-26,18.2,88,0
Hyderabad,2024-02-27,23.1,47,0
Hyderabad,2024-02-28,19.4,76,1
Hyderabad,2024-02-29,13.5,71,1
Hyderabad,2024-03-01,33.6,59,0
Hyderabad,2024-03-02,20.4,46,1
Hyderabad,2024-03-03,13.6,79,0
Hyderabad,2024-03-04,21.3,44,0
Hyderabad,2024-03-05,23.4,55,1
Hyderabad,2024-03-06,33.5,50,0
Hyderabad,2024-03-07,23.7,45,0
Hyderabad,2024-03-08,23.1,41,0
Hyderabad,2024-03-09,19.5,80,1
Hyderabad,2024-03-10,18.3,65,0
Hyderabad,2024-03-11,24.8,40,1
Hyderabad,2024-03-12,34.4,72,0
Hyderabad,2024-03-13,21.5,75,0
Hyderabad,2024-03-14,20.3,70,1
Hyderabad,2024-03-15,22.5,51,0
Hyderabad,2024-03-16,27.4,58,0
Hyderabad,2024-03-17,17.6,85,1
Hyderabad,2024-03-18,27.2,67,0
Hyderabad,2024-03-19,25.4,44,0
Hyderabad,2024-03-20,31.4,67,1
Hyderabad,2024-03-21,26.9,81,0
Hyderabad,2024-03-22,30.1,72,0
Hyderabad,2024-03-23,34.5,76,0
Hyderabad,2024-03-24,35.1,56,0
Hyderabad,2024-03-25,28.2,78,1
Hyderabad,2024-03-26,14.3,62,0
Hyderabad,2024-03-27,20.3,82,1
Hyderabad,2024-03-28,26.0,76,0
Hyderabad,2024-03-29,20.6,66,0
Hyderabad,2024-03-30,18.1,80,0
Hyderabad,2024-03-31,19.9,77,0
Hyderabad,2024-04-01,18.3,45,0
Hyderabad,2024-04-02,28.2,44,0
Hyderabad,2024-04-03,20.8,43,0
Hyderabad,2024-04-04,18.9,44,0
Hyderabad,2024-04-05,20.0,88,1
Hyderabad,2024-04-06,27.0,40,0
Hyderabad,2024-04-07,18.0,58,1
Hyderabad,2024-04-08,24.8,46,0
Hyderabad,2024-04-09,25.6,64,1
Hyderabad,2024-04-10,23.2,87,0
Hyderabad,2024-04-11,20.9,41,0
Hyderabad,2024-04-12,24.0,59,0
Hyderabad,2024-04-13,28.2,62,1
Hyderabad,2024-04-14,21.2,43,1
Hyderabad,2024-04-15,22.0,64,0
Hyderabad,2024-04-16,32.2,79,0
Hyderabad,2024-04-17,28.4,44,0
Hyderabad,2024-04-18,21.0,87,0
Hyderabad,2024-04-19,20.1,77,0
Hyderabad,2024-04-20,20.5,66,0
Hyderabad,2024-04-21,23.9,78,0
Hyderabad,2024-04-22,25.4,74,0
Hyderabad,2024-04-23,21.9,56,0
Hyderabad,2024-04-24,22.5,84,0
Hyderabad,2024-04-25,28.4,63,0
Hyderabad,2024-04-26,22.3,66,1
Hyderabad,2024-04-27,15.9,41,0
Hyderabad,2024-04-28,30.0,47,0
Hyderabad,2024-04-29,28.2,58,0
Hyderabad,2024-04-30,24.4,44,0
Hyderabad,2024-05-01,33.4,48,1
Hyderabad,2024-05-02,20.1,61,0
Hyderabad,2024-05-03,18.8,86,0
Hyderabad,2024-05-04,26.2,58,0
Hyderabad,2024-05-05,27.5,66,0
Hyderabad,2024-05-06,28.5,82,0
Hyderabad,2024-05-07,19.9,45,1
Hyderabad,2024-05-08,18.7,46,0
Hyderabad,2024-05-09,16.9,50,0
Hyderabad,2024-05-10,29.3,57,0
Hyderabad,2024-05-11,21.0,56,0
Hyderabad,2024-05-12,23.2,79,0
Hyderabad,2024-05-13,16.1,66,0
Hyderabad,2024-05-14,27.7,46,1
Hyderabad,2024-05-15,17.8,83,0
Hyderabad,2024-05-16,24.0,56,0
Hyderabad,2024-05-17,15.4,40,1
Hyderabad,2024-05-18,20.0,41,0
Hyderabad,2024-05-19,25.0,89,0
Hyderabad,2024-05-20,27.1,47,0
Hyderabad,2024-05-21,21.0,44,0
Hyderabad,2024-05-22,17.9,53,1
Hyderabad,2024-05-23,14.1,79,0
Hyderabad,2024-05-24,14.6,70,0
Hyderabad,2024-05-25,19.2,73,0
Hyderabad,2024-05-26,24.2,84,0
Hyderabad,2024-05-27,26.7,66,0
Hyderabad,2024-05-28,19.2,50,1
Hyderabad,2024-05-29,27.5,67,0
Hyderabad,2024-05-30,24.0,66,0
Hyderabad,2024-05-31,17.5,82,0
Hyderabad,2024-06-01,21.9,80,0
Hyderabad,2024-06-02,18.2,40,0
Hyderabad,2024-06-03,19.0,65,0
Hyderabad,2024-06-04,25.7,87,0
Hyderabad,2024-06-05,26.1,66,0
Hyderabad,2024-06-06,22.1,42,0
Hyderabad,2024-06-07,22.7,86,0
Hyderabad,2024-06-08,25.8,49,0
Hyderabad,2024-06-09,27.1,53,0
Hyderabad,2024-06-10,31.3,65,0
Hyderabad,2024-06-11,22.7,83,0
Hyderabad,2024-06-12,22.8,89,0
Hyderabad,2024-06-13,33.8,43,0
Hyderabad,2024-06-14,12.2,85,0
Hyderabad,2024-06-15,22.9,50,1
Hyderabad,2024-06-16,12.0,88,0
Hyderabad,2024-06-17,20.9,61,0
Hyderabad,2024-06-18,21.1,79,0
Hyderabad,2024-06-19,16.9,73,1
Hyderabad,2024-06-20,23.3,45,0
Hyderabad,2024-06-21,26.1,44,1
Hyderabad,2024-06-22,22.1,50,0
Hyderabad,2024-06-23,24.3,53,1
Hyderabad,2024-06-24,20.6,41,0
Hyderabad,2024-06-25,25.4,60,0
Hyderabad,2024-06-26,17.3,68,0
Hyderabad,2024-06-27,34.1,50,0
Hyderabad,2024-06-28,28.7,58,0
Hyderabad,2024-06-29,26.9,76,1
Hyderabad,2024-06-30,30.7,65,0
Hyderabad,2024-07-01,19.9,88,0
Hyderabad,2024-07-02,30.3,42,0
Hyderabad,2024-07-03,17.5,55,0
Hyderabad,2024-07-04,16.9,47,0
Hyderabad,2024-07-05,18.6,62,0
Hyderabad,2024-07-06,14.2,87,0
Hyderabad,2024-07-07,25.4,50,0
Hyderabad,2024-07-08,25.3,43,0
Hyderabad,2024-07-09,24.1,49,1
Hyderabad,2024-07-10,29.5,49,0
Hyderabad,2024-07-11,30.0,57,0
Hyderabad,2024-07-12,26.1,80,0
Hyderabad,2024-07-13,22.5,87,1
Hyderabad,2024-07-14,24.6,59,1
Hyderabad,2024-07-15,28.3,71,0
Hyderabad,2024-07-16,25.6,52,0
Hyderabad,2024-07-17,23.6,65,0
Hyderabad,2024-07-18,25.3,45,0
Hyderabad,2024-07-19,23.1,57,0
Hyderabad,2024-07-20,21.5,70,0
Hyderabad,2024-07-21,26.3,43,0
Hyderabad,2024-07-22,19.8,72,0
Hyderabad,2024-07-23,28.3,67,1
Hyderabad,2024-07-24,25.3,81,0
Hyderabad,2024-07-25,26.0,72,1
Hyderabad,2024-07-26,18.0,62,0
Hyderabad,2024-07-27,25.3,65,0
Hyderabad,2024-07-28,19.6,65,0
Hyderabad,2024-07-29,13.4,69,0
Hyderabad,2024-07-30,26.3,80,0
Hyderabad,2024-07-31,20.9,85,0
Hyderabad,2024-08-01,19.7,49,0
Hyderabad,2024-08-02,22.6,63,0
Hyderabad,2024-08-03,27.2,75,0
Hyderabad,2024-08-04,25.1,68,1
Hyderabad,2024-08-05,30.2,70,0
Hyderabad,2024-08-06,21.8,58,0
Hyderabad,2024-08-07,23.2,49,0
Hyderabad,2024-08-08,27.3,52,0
Hyderabad,2024-08-09,23.2,62,0
Hyderabad,2024-08-10,24.2,72,0
Hyderabad,2024-08-11,31.8,68,1
Hyderabad,2024-08-12,25.2,53,1
Hyderabad,2024-08-13,26.3,63,0
Hyderabad,2024-08-14,29.7,77,0
Hyderabad,2024-08-15,24.6,80,0
Hyderabad,2024-08-16,21.2,84,0
Hyderabad,2024-08-17,20.8,68,0
Hyderabad,2024-08-18,35.2,45,0
Hyderabad,2024-08-19,21.3,85,1
Hyderabad,2024-08-20,24.3,41,1
Hyderabad,2024-08-21,28.0,70,0
Hyderabad,2024-08-22,24.6,87,1
Hyderabad,2024-08-23,14.5,55,0
Hyderabad,2024-08-24,24.4,40,1
Hyderabad,2024-08-25,17.0,53,0
Hyderabad,2024-08-26,19.8,85,0
Hyderabad,2024-08-27,16.6,84,0
Hyderabad,2024-08-28,16.2,54,0
Hyderabad,2024-08-29,23.8,53,0
Hyderabad,2024-08-30,24.7,57,0
Hyderabad,2024-08-31,18.3,44,1
Hyderabad,2024-09-01,25.1,43,0
Hyderabad,2024-09-02,30.4,60,0
Hyderabad,2024-09-03,29.9,67,0
Hyderabad,2024-09-04,19.0,71,0
Hyderabad,2024-09-05,16.3,67,1
Hyderabad,2024-09-06,15.9,49,0
Hyderabad,2024-09-07,16.7,60,1
Hyderabad,2024-09-08,24.5,88,0
Hyderabad,2024-09-09,20.3,87,0
Hyderabad,2024-09-10,23.7,57,0
Hyderabad,2024-09-11,26.6,84,1
Hyderabad,2024-09-12,27.5,79,0
Hyderabad,2024-09-13,24.4,82,0
Hyderabad,2024-09-14,22.2,56,0
Hyderabad,2024-09-15,25.7,74,0
Hyderabad,2024-09-16,21.3,84,0
Hyderabad,2024-09-17,20.9,62,0
Hyderabad,2024-09-18,17.5,60,0
Hyderabad,2024-09-19,22.0,49,0
Hyderabad,2024-09-20,22.3,45,0
Hyderabad,2024-09-21,17.4,63,0
Hyderabad,2024-09-22,21.3,60,0
Hyderabad,2024-09-23,23.4,54,0
Hyderabad,2024-09-24,11.8,67,1
Hyderabad,2024-09-25,25.2,43,1
Hyderabad,2024-09-26,16.0,80,1
Hyderabad,2024-09-27,27.4,88,0
Hyderabad,2024-09-28,25.9,87,0
Hyderabad,2024-09-29,15.0,59,0
Hyderabad,2024-09-30,25.3,78,0
Hyderabad,2024-10-01,24.4,81,0
Hyderabad,2024-10-02,20.3,80,0
Hyderabad,2024-10-03,27.3,48,0
Hyderabad,2024-10-04,17.1,46,0
Hyderabad,2024-10-05,16.2,57,0
Hyderabad,2024-10-06,26.4,53,0
Hyderabad,2024-10-07,26.4,75,0
Hyderabad,2024-10-08,22.6,68,0
Hyderabad,2024-10-09,18.8,55,1
Hyderabad,2024-10-10,23.8,73,1
Hyderabad,2024-10-11,17.6,57,0
Hyderabad,2024-10-12,23.9,79,0
Hyderabad,2024-10-13,25.4,81,0
Hyderabad,2024-10-14,20.6,89,1
Hyderabad,2024-10-15,26.8,80,1
Hyderabad,2024-10-16,24.5,41,0
Hyderabad,2024-10-17,28.2,76,0
Hyderabad,2024-10-18,28.5,65,0
Hyderabad,2024-10-19,23.7,62,0
Hyderabad,2024-10-20,24.2,60,0
Hyderabad,2024-10-21,24.7,62,0
Hyderabad,2024-10-22,25.1,89,1
Hyderabad,2024-10-23,22.9,64,0
Hyderabad,2024-10-24,21.2,80,0
Hyderabad,2024-10-25,32.7,64,0
Hyderabad,2024-10-26,28.1,54,0
Hyderabad,2024-10-27,28.8,68,0
Hyderabad,2024-10-28,25.4,63,0
Hyderabad,2024-10-29,30.6,64,1
Hyderabad,2024-10-30,29.5,75,0
Hyderabad,2024-10-31,20.3,54,0
Hyderabad,2024-11-01,20.1,70,0
Hyderabad,2024-11-02,22.7,76,0
Hyderabad,2024-11-03,23.8,75,0
Hyderabad,2024-11-04,16.7,59,0
Hyderabad,2024-11-05,33.5,56,0
Hyderabad,2024-11-06,27.4,79,0
Hyderabad,2024-11-07,21.6,40,0
Hyderabad,2024-11-08,21.8,64,0
Hyderabad,2024-11-09,23.9,49,0
Hyderabad,2024-11-10,23.6,86,0
Hyderabad,2024-11-11,29.1,87,0
Hyderabad,2024-11-12,21.9,52,0
Hyderabad,2024-11-13,25.0,62,0
Hyderabad,2024-11-14,23.7,69,1
Hyderabad,2024-11-15,21.4,48,0
Hyderabad,2024-11-16,16.6,84,0
Hyderabad,2024-11-17,23.2,80,0
Hyderabad,2024-11-18,20.5,78,0
Hyderabad,2024-11-19,28.2,43,1
Hyderabad,2024-11-20,29.9,57,0
Hyderabad,2024-11-21,19.8,50,0
Hyderabad,2024-11-22,20.2,83,1
Hyderabad,2024-11-23,23.6,84,0
Hyderabad,2024-11-24,31.6,64,0
Hyderabad,2024-11-25,21.2,44,1
Hyderabad,2024-11-26,25.2,42,1
Hyderabad,2024-11-27,22.8,70,0
Hyderabad,2024-11-28,21.4,64,0
Hyderabad,2024-11-29,31.8,80,0
Hyderabad,2024-11-30,26.5,61,0
Hyderabad,2024-12-01,24.2,52,1
Hyderabad,2024-12-02,27.9,55,0
Hyderabad,2024-12-03,15.4,68,0
Hyderabad,2024-12-04,17.6,47,0
Hyderabad,2024-12-05,35.6,61,0
Hyderabad,2024-12-06,14.1,75,1
Hyderabad,2024-12-07,25.2,41,0
Hyderabad,2024-12-08,21.6,80,0
Hyderabad,2024-12-09,20.6,64,0
Hyderabad,2024-12-10,17.3,85,0
Hyderabad,2024-12-11,25.3,56,0
Hyderabad,2024-12-12,25.2,56,1
Hyderabad,2024-12-13,13.5,76,0
Hyderabad,2024-12-14,23.2,40,0
Hyderabad,2024-12-15,32.8,70,0
Hyderabad,2024-12-16,29.3,60,0
Hyderabad,2024-12-17,14.6,52,0
Hyderabad,2024-12-18,23.1,45,0
Hyderabad,2024-12-19,24.8,63,0
Hyderabad,2024-12-20,33.4,74,0
Hyderabad,2024-12-21,29.7,70,0
Hyderabad,2024-12-22,19.0,40,0
Hyderabad,2024-12-23,24.8,60,0
Hyderabad,2024-12-24,19.4,68,0
Hyderabad,2024-12-25,31.3,73,0
Hyderabad,2024-12-26,28.9,65,1
Hyderabad,2024-12-27,16.0,62,0
Hyderabad,2024-12-28,20.4,78,0
Hyderabad,2024-12-29,28.4,76,0
Hyderabad,2024-12-30,29.3,63,0
Hyderabad,2024-12-31,32.8,55,0
Pune,2024-01-01,25.1,71,0
Pune,2024-01-02,25.5,54,0
Pune,2024-01-03,31.7,41,1
Pune,2024-01-04,19.0,58,0
Pune,2024-01-05,19.7,59,0
Pune,2024-01-06,23.9,55,1
Pune,2024-01-07,29.1,84,0
Pune,2024-01-08,21.5,76,0
Pune,2024-01-09,21.8,69,0
Pune,2024-01-10,28.5,43,1
Pune,2024-01-11,15.3,85,0
Pune,2024-01-12,27.4,66,0
Pune,2024-01-13,23.6,82,0
Pune,2024-01-14,31.9,89,0
Pune,2024-01-15,27.0,53,0
Pune,2024-01-16,23.1,76,0
Pune,2024-01-17,22.6,81,0
Pune,2024-01-18,17.9,59,0
Pune,2024-01-19,18.4,85,0
Pune,2024-01-20,22.6,56,0
Pune,2024-01-21,23.5,71,0
Pune,2024-01-22,17.1,82,0
Pune,2024-01-23,22.0,82,0
Pune,2024-01-24,17.4,68,0
Pune,2024-01-25,25.0,81,0
Pune,2024-01-26,27.5,62,1
Pune,2024-01-27,7.2,50,0
Pune,2024-01-28,25.5,57,0
Pune,2024-01-29,20.2,88,0
Pune,2024-01-30,19.6,76,0
Pune,2024-01-31,21.2,56,0
Pune,2024-02-01,15.2,67,0
Pune,2024-02-02,29.0,84,1
Pune,2024-02-03,23.8,62,0
Pune,2024-02-04,22.2,78,0
Pune,2024-02-05,23.6,50,0
Pune,2024-02-06,20.8,54,1
Pune,2024-02-07,17.7,54,0
Pune,2024-02-08,17.3,44,0
Pune,2024-02-09,19.5,52,0
Pune,2024-02-10,19.4,55,0
Pune,2024-02-11,18.5,59,0
Pune,2024-02-12,21.3,71,1
Pune,2024-02-13,18.1,52,0
Pune,2024-02-14,31.9,55,0
Pune,2024-02-15,18.7,57,0
Pune,2024-02-16,17.5,53,0
Pune,2024-02-17,25.2,75,0
Pune,2024-02-18,22.6,84,0
Pune,2024-02-19,25.5,67,1
Pune,2024-02-20,29.9,63,0
Pune,2024-02-21,30.2,84,0
Pune,2024-02-22,27.1,50,0
Pune,2024-02-23,24.5,51,1
Pune,2024-02-24,36.9,76,0
Pune,2024-02-25,20.4,40,1
Pune,2024-02-26,13.4,74,0
Pune,2024-02-27,22.6,71,0
Pune,2024-02-28,19.2,71,0
Pune,2024-02-29,27.6,81,0
Pune,2024-03-01,16.5,70,0
Pune,2024-03-02,10.5,44,0
Pune,2024-03-03,25.8,75,1
Pune,2024-03-04,25.3,76,1
Pune,2024-03-05,26.1,64,0
Pune,2024-03-06,31.6,89,0
Pune,2024-03-07,21.6,88,1
Pune,2024-03-08,29.9,64,1
Pune,2024-03-09,20.7,78,1
Pune,2024-03-10,9.8,48,0
Pune,2024-03-11,12.2,83,0
Pune,2024-03-12,27.0,65,0
Pune,2024-03-13,22.6,56,0
Pune,2024-03-14,29.0,54,0
Pune,2024-03-15,29.6,69,0
Pune,2024-03-16,14.0,41,1
Pune,2024-03-17,24.7,83,1
Pune,2024-03-18,20.7,41,0
Pune,2024-03-19,15.2,69,0
Pune,2024-03-20,22.7,46,0
Pune,2024-03-21,16.2,59,0
Pune,2024-03-22,25.0,44,0
Pune,2024-03-23,17.6,78,0
Pune,2024-03-24,34.7,41,0
Pune,2024-03-25,22.6,87,0
Pune,2024-03-26,27.1,48,0
Pune,2024-03-27,26.4,50,1
Pune,2024-03-28,14.5,51,1
Pune,2024-03-29,19.3,81,1
Pune,2024-03-30,21.9,75,0
Pune,2024-03-31,18.4,66,0
Pune,2024-04-01,22.1,52,0
Pune,2024-04-02,22.9,78,0
Pune,2024-04-03,27.4,87,1
Pune,2024-04-04,14.9,86,1
Pune,2024-04-05,20.4,55,1
Pune,2024-04-06,30.5,59,0
Pune,2024-04-07,26.8,55,0
Pune,2024-04-08,25.0,69,0
Pune,2024-04-09,19.7,63,0
Pune,2024-04-10,17.9,51,0
Pune,2024-04-11,25.4,83,1
Pune,2024-04-12,23.7,41,1
Pune,2024-04-13,22.7,45,0
Pune,2024-04-14,22.3,59,0
Pune,2024-04-15,23.4,42,0
Pune,2024-04-16,28.6,48,0
Pune,2024-04-17,21.3,77,0
Pune,2024-04-18,16.3,66,0
Pune,2024-04-19,17.8,71,0
Pune,2024-04-20,27.8,66,0
Pune,2024-04-21,28.0,58,1
Pune,2024-04-22,31.2,44,0
Pune,2024-04-23,26.6,75,0
Pune,2024-04-24,30.7,72,1
Pune,2024-04-25,29.1,63,0
Pune,2024-04-26,30.5,46,0
Pune,2024-04-27,19.4,69,0
Pune,2024-04-28,17.4,68,0
Pune,2024-04-29,25.1,58,0
Pune,2024-04-30,20.6,60,0
Pune,2024-05-01,15.9,45,0
Pune,2024-05-02,15.3,66,0
Pune,2024-05-03,22.7,41,0
Pune,2024-05-04,21.1,65,1
Pune,2024-05-05,22.3,64,0
Pune,2024-05-06,25.4,78,1
Pune,2024-05-07,26.9,55,0
Pune,2024-05-08,16.6,50,0
Pune,2024-05-09,21.7,81,0
Pune,2024-05-10,19.4,83,0
Pune,2024-05-11,19.6,69,0
Pune,2024-05-12,24.5,63,0
Pune,2024-05-13,27.9,48,1
Pune,2024-05-14,22.2,61,0
Pune,2024-05-15,19.8,76,0
Pune,2024-05-16,28.0,62,0
Pune,2024-05-17,19.4,72,1
Pune,2024-05-18,27.2,68,0
Pune,2024-05-19,18.7,61,0
Pune,2024-05-20,25.6,84,0
Pune,2024-05-21,24.9,86,0
Pune,2024-05-22,13.9,53,0
Pune,2024-05-23,17.6,60,0
Pune,2024-05-24,27.1,59,1
Pune,2024-05-25,24.4,84,0
Pune,2024-05-26,20.1,48,1
Pune,2024-05-27,27.1,69,0
Pune,2024-05-28,22.3,52,0
Pune,2024-05-29,32.1,42,0
Pune,2024-05-30,14.1,84,1
Pune,2024-05-31,19.3,76,0
Pune,2024-06-01,19.8,88,0
Pune,2024-06-02,23.1,83,0
Pune,2024-06-03,17.2,65,0
Pune,2024-06-04,24.5,48,1
Pune,2024-06-05,28.4,57,0
Pune,2024-06-06,25.6,82,1
Pune,2024-06-07,24.8,52,0
Pune,2024-06-08,26.1,85,0
Pune,2024-06-09,23.5,85,1
Pune,2024-06-10,14.6,77,0
Pune,2024-06-11,22.8,74,1
Pune,2024-06-12,28.0,59,1
Pune,2024-06-13,26.6,71,0
Pune,2024-06-14,25.2,61,1
Pune,2024-06-15,24.3,58,0
Pune,2024-06-16,25.8,57,0
Pune,2024-06-17,16.2,51,0
Pune,2024-06-18,17.2,50,0
Pune,2024-06-19,26.6,87,0
Pune,2024-06-20,19.9,48,0
Pune,2024-06-21,18.5,78,0
Pune,2024-06-22,24.5,59,0
Pune,2024-06-23,20.5,50,0
Pune,2024-06-24,31.4,69,0
Pune,2024-06-25,28.2,68,0
Pune,2024-06-26,32.4,52,0
Pune,2024-06-27,19.0,52,1
Pune,2024-06-28,13.9,63,1
Pune,2024-06-29,16.1,66,0
Pune,2024-06-30,14.9,61,0
Pune,2024-07-01,21.3,48,1
Pune,2024-07-02,21.4,88,1
Pune,2024-07-03,24.2,85,0
Pune,2024-07-04,25.0,60,0
Pune,2024-07-05,30.0,62,1
Pune,2024-07-06,25.1,55,0
Pune,2024-07-07,22.8,61,0
Pune,2024-07-08,19.0,81,1
Pune,2024-07-09,22.9,67,1
Pune,2024-07-10,27.2,75,0
Pune,2024-07-11,25.6,86,1
Pune,2024-07-12,21.2,54,1
Pune,2024-07-13,20.0,46,0
Pune,2024-07-14,20.2,67,0
Pune,2024-07-15,5.3,53,0
Pune,2024-07-16,30.2,72,0
Pune,2024-07-17,23.3,55,0
Pune,2024-07-18,24.2,42,1
Pune,2024-07-19,18.0,76,0
Pune,2024-07-20,21.7,41,0
Pune,2024-07-21,30.3,81,0
Pune,2024-07-22,23.7,83,1
Pune,2024-07-23,26.1,73,0
Pune,2024-07-24,36.7,47,0
Pune,2024-07-25,23.7,61,0
Pune,2024-07-26,20.3,81,0
Pune,2024-07-27,30.4,70,0
Pune,2024-07-28,37.5,79,0
Pune,2024-07-29,16.4,56,1
Pune,2024-07-30,24.9,81,1
Pune,2024-07-31,27.3,80,0
Pune,2024-08-01,30.6,63,1
Pune,2024-08-02,14.7,73,0
Pune,2024-08-03,25.5,59,0
Pune,2024-08-04,24.8,86,1
Pune,2024-08-05,21.7,43,0
Pune,2024-08-06,20.3,48,0
Pune,2024-08-07,24.3,56,0
Pune,2024-08-08,25.3,77,0
Pune,2024-08-09,25.4,57,0
Pune,2024-08-10,29.2,59,0
Pune,2024-08-11,16.3,65,1
Pune,2024-08-12,29.1,49,0
Pune,2024-08-13,25.0,58,0
Pune,2024-08-14,19.7,77,0
Pune,2024-08-15,23.6,47,0
Pune,2024-08-16,28.9,67,1
Pune,2024-08-17,29.7,46,0
Pune,2024-08-18,24.4,85,0
Pune,2024-08-19,26.3,51,0
Pune,2024-08-20,31.4,68,1
Pune,2024-08-21,20.0,53,0
Pune,2024-08-22,19.0,84,0
Pune,2024-08-23,14.1,76,0
Pune,2024-08-24,30.6,51,0
Pune,2024-08-25,28.5,65,0
Pune,2024-08-26,12.6,71,1
Pune,2024-08-27,19.0,87,0
Pune,2024-08-28,28.1,67,0
Pune,2024-08-29,19.0,41,0
Pune,2024-08-30,27.2,72,0
Pune,2024-08-31,30.2,53,0
Pune,2024-09-01,21.2,59,0
Pune,2024-09-02,21.0,66,0
Pune,2024-09-03,26.2,84,0
Pune,2024-09-04,23.6,86,0
Pune,2024-09-05,29.2,82,1
Pune,2024-09-06,17.8,55,0
Pune,2024-09-07,21.8,88,1
Pune,2024-09-08,15.6,80,1
Pune,2024-09-09,27.4,58,0
Pune,2024-09-10,19.7,89,1
Pune,2024-09-11,23.1,65,1
Pune,2024-09-12,31.5,44,1
Pune,2024-09-13,18.1,76,0
Pune,2024-09-14,33.0,75,1
Pune,2024-09-15,24.7,60,0
Pune,2024-09-16,26.1,45,1
Pune,2024-09-17,15.4,58,1
Pune,2024-09-18,21.2,76,0
Pune,2024-09-19,18.3,42,0
Pune,2024-09-20,17.1,42,1
Pune,2024-09-21,35.7,59,0
Pune,2024-09-22,25.4,78,0
Pune,2024-09-23,20.2,50,0
Pune,2024-09-24,14.8,69,0
Pune,2024-09-25,28.3,52,0
Pune,2024-09-26,26.5,86,0
Pune,2024-09-27,26.9,57,0
Pune,2024-09-28,28.5,68,0
Pune,2024-09-29,21.9,44,0
Pune,2024-09-30,15.5,86,0
Pune,2024-10-01,23.1,81,0
Pune,2024-10-02,15.7,82,0
Pune,2024-10-03,15.0,85,1
Pune,2024-10-04,23.2,87,0
Pune,2024-10-05,19.0,79,1
Pune,2024-10-06,16.4,71,0
Pune,2024-10-07,23.0,76,0
Pune,2024-10-08,19.1,72,0
Pune,2024-10-09,22.1,69,0
Pune,2024-10-10,25.8,78,1
Pune,2024-10-11,19.4,46,0
Pune,2024-10-12,21.2,76,0
Pune,2024-10-13,26.4,40,0
Pune,2024-10-14,17.3,66,0
Pune,2024-10-15,19.1,41,0
Pune,2024-10-16,16.7,87,0
Pune,2024-10-17,22.4,42,1
Pune,2024-10-18,17.9,73,0
Pune,2024-10-19,29.3,73,0
Pune,2024-10-20,24.4,42,1
Pune,2024-10-21,27.5,77,0
Pune,2024-10-22,27.5,58,0
Pune,2024-10-23,16.3,87,0
Pune,2024-10-24,18.6,79,1
Pune,2024-10-25,27.0,78,0
Pune,2024-10-26,20.8,63,1
Pune,2024-10-27,27.8,77,0
Pune,2024-10-28,25.9,40,0
Pune,2024-10-29,21.1,76,0
Pune,2024-10-30,24.4,62,1
Pune,2024-10-31,22.5,69,0
Pune,2024-11-01,20.3,71,0
Pune,2024-11-02,17.4,54,0
Pune,2024-11-03,30.0,69,0
Pune,2024-11-04,17.9,55,0
Pune,2024-11-05,23.4,63,0
Pune,2024-11-06,23.3,68,0
Pune,2024-11-07,15.5,75,0
Pune,2024-11-08,20.8,57,0
Pune,2024-11-09,19.1,73,0
Pune,2024-11-10,20.5,82,0
Pune,2024-11-11,23.5,62,0
Pune,2024-11-12,23.8,79,0
Pune,2024-11-13,18.8,84,0
Pune,2024-11-14,14.0,44,0
Pune,2024-11-15,18.5,67,0
Pune,2024-11-16,34.1,54,0
Pune,2024-11-17,23.6,71,0
Pune,2024-11-18,19.0,88,1
Pune,2024-11-19,23.3,81,1
Pune,2024-11-20,28.7,86,0
Pune,2024-11-21,28.9,60,0
Pune,2024-11-22,30.7,68,0
Pune,2024-11-23,23.0,67,0
Pune,2024-11-24,15.0,43,1
Pune,2024-11-25,21.7,43,0
Pune,2024-11-26,18.1,67,0
Pune,2024-11-27,13.7,88,1
Pune,2024-11-28,19.0,88,0
Pune,2024-11-29,26.3,51,0
Pune,2024-11-30,19.4,60,0
Pune,2024-12-01,20.0,67,0
Pune,2024-12-02,21.7,48,1
Pune,2024-12-03,30.5,88,1
Pune,2024-12-04,13.7,51,0
Pune,2024-12-05,23.1,43,0
Pune,2024-12-06,10.7,60,0
Pune,2024-12-07,13.5,68,0
Pune,2024-12-08,27.5,44,0
Pune,2024-12-09,23.1,64,0
Pune,2024-12-10,24.1,48,0
Pune,2024-12-11,23.1,43,0
Pune,2024-12-12,16.0,53,0
Pune,2024-12-13,27.4,48,0
Pune,2024-12-14,22.6,74,0
Pune,2024-12-15,18.2,87,0
Pune,2024-12-16,24.6,54,1
Pune,2024-12-17,27.7,79,0
Pune,2024-12-18,19.2,76,0
Pune,2024-12-19,22.7,61,0
Pune,2024-12-20,27.0,58,0
Pune,2024-12-21,15.3,52,0
Pune,2024-12-22,18.7,41,0
Pune,2024-12-23,23.6,50,0
Pune,2024-12-24,22.5,67,0
